code,trading_date,open,high,low,close,pre_close,change,pct,volume,amount,limit_up,limit_down,type,type_name,name,vol_ratio,turn_over,swing,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,free_float_mv,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,signal,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason,trading_date_right,weight,weight_profit
SZSE.002239,2022-06-23,3.18,3.38,3.07,3.32,3.29,0.03,0.9119,2723952.13,87841.8297,3.62,2.96,,,奥特佳,1.19,8.4,9.42,1441399,1282553,32.43,32.43,0.0,汽车配件,江苏,107.67,107.68,3.22,-1.28,4646,0.0,8.14,71.2432499968,false,false,false,,未涨停,未涨停,3天2板,3.2699999999999996,3.108571428571428,-3.3434650455927013,6.801470588235305,3.224793443781995,false,2.24,断板,3.0228571428571422,-1.2012,3.2806520037896645,8.837429111531215,1,SZSE.002239,2022-06-23T09:30:00.000000,3.18,2022-06-24T11:30:00.000000,3.46,8.370680023600588,1.5,未涨停卖出,2022-06-23,0.4,3.3482720094402354
SZSE.002160,2022-06-24,6.11,6.36,5.9,5.91,6.3,-0.39,-6.1905,1866821.89,113853.67090000001,6.93,5.67,,,常铝股份,0.85,24.53,7.3,996918,869904,7.96,7.61,49.46,铝,江苏,44.98,47.02,6.1,-7.56,4701,0.01,0.17,35.3119263093,false,false,true,断板,断板,断板,9天6板,6.038000000000001,6.058571428571429,-3.015873015873008,-2.452251827399198,6.098796650600665,false,3.62,断板,5.97,1.9417,6.29620884637009,5.527638190954775,1,SZSE.002160,2022-06-24T09:30:00.000000,6.11,2022-06-27T11:30:00.000000,5.75,-6.26766107719096,1.5,未涨停卖出,2022-06-24,0.4,-2.507064430876384
SHSE.600335,2022-06-27,11.64,12.28,11.39,11.82,12.06,-0.24,-1.99,1166989.01,137459.0897,13.27,10.85,,,国机汽车,0.8,11.33,7.38,620355,546634,14.57,10.3,610.54,汽车配件,天津,121.71,172.2,11.78,-2.87,4693,0.0,3.78,50.7393675558,false,false,false,,未涨停,未涨停,4天3板,11.74,11.20142857142857,-3.482587064676616,5.522254814436948,11.77895323110198,false,6.4,断板,10.784285714285714,1.2594,12.300528722475226,11.829381375016567,1,SHSE.600335,2022-06-27T09:30:00.000000,11.64,2022-06-28T11:30:00.000000,12.26,4.905995568999442,1.5,未涨停卖出,2022-06-27,0.4,1.962398227599777
SHSE.600478,2022-06-28,8.46,9.49,8.41,9.17,8.7,0.47,5.4023,1293903.96,117293.51810000002,9.57,7.83,,,科力远,1.29,7.79,12.41,562798,731106,16.61,16.61,120.58,元器件,湖南,152.29,152.29,9.07,4.51,4452,0.0,9.04,107.39733887330001,false,false,false,,未涨停,未涨停,2天1板,8.946000000000002,8.587142857142856,-2.758620689655155,6.787556147063727,9.065086878627378,false,5.4,断板,8.328571428571427,-6.4516,8.773951290521,4.459691252144089,1,SHSE.600478,2022-06-28T09:30:00.000000,8.46,2022-06-29T11:30:00.000000,8.64,1.719964326665809,1.5,未涨停卖出,2022-06-28,0.4,0.6879857306663236
SZSE.002126,2022-06-28,12.85,13.1,12.35,12.72,13.38,-0.66,-4.9327,797713.26,101240.26040000001,14.72,12.04,,,银轮股份,1.15,10.46,5.61,437203,360510,7.92,7.62,35.86,汽车配件,浙江,96.97,100.76,12.69,-6.16,4649,0.0,3.0,91.12637548560001,false,false,true,断板,断板,断板,6天3板,12.308000000000002,11.944285714285714,-3.9611360239163016,6.494438464298537,12.691309706949086,false,8.29,炸板,11.598571428571429,4.5313,13.513976987002911,15.359034363837917,1,SZSE.002126,2022-06-28T09:30:00.000000,12.85,2022-06-29T11:30:00.000000,11.89,-7.840195096188922,1.5,未涨停卖出,2022-06-28,0.4,-3.136078038475569
SHSE.601127,2022-06-29,85.19,86.44,78.98,78.98,87.75,-8.77,-9.9943,469969.5,382500.65920000005,96.53,78.98,,,小康股份,1.15,4.55,8.5,269806,200164,13.6,10.33,0.0,汽车整车,重庆,815.52,1074.08,81.39,-8.6,4662,0.0,0.0,413.29853553340007,false,false,false,,未涨停,未涨停,2天2板,82.28,78.93714285714285,-2.91737891737892,0.05429274648908913,81.38840056641973,true,43.67,炸板,77.94142857142856,6.648,84.89363299677966,12.584541505526145,1,SHSE.601127,2022-06-29T09:30:00.000000,85.19,2022-06-30T11:30:00.000000,82.52,-3.5208606147254753,1.5,未涨停卖出,2022-06-29,0.4,-1.4083442458901902
SZSE.002610,2022-06-29,4.35,4.44,4.03,4.03,4.48,-0.45,-10.0446,6604720.55,275995.68470000004,4.93,4.03,,,爱康科技,1.07,15.06,9.15,3801288,2803433,44.8,43.84,0.0,电气设备,江苏,176.68,180.53,4.18,-7.84,4743,0.0,0.0,159.27440833070003,false,false,true,断板,断板,断板,4天2板,4.203999999999999,4.064285714285715,-2.9017857142857313,-0.8435852372583579,4.178764000847849,true,3.15,断板,4.0,-0.6652,4.606712913917091,12.00000000000001,1,SZSE.002610,2022-06-29T09:30:00.000000,4.35,2022-06-30T11:30:00.000000,4.22,-3.3757771812696444,1.5,未涨停卖出,2022-06-29,0.4,-1.3503108725078579
SZSE.002079,2022-06-30,14.15,15.49,13.28,14.92,14.75,0.17,1.1525,1551391.42,221280.3763,16.23,13.28,,,苏州固锝,1.24,19.65,14.98,756185,795206,8.08,7.9,50.9,半导体,江苏,117.82,120.54,14.26,-0.42,4730,0.0,12.35,87.46788708640001,false,false,true,断板,断板,断板,2天2板,13.931999999999999,13.281428571428572,-4.06779661016949,12.337313111756474,14.263349239097893,true,9.4,断板,12.667142857142858,0.8892,15.29727078637305,16.442990865005065,1,SZSE.002079,2022-06-30T09:30:00.000000,14.15,2022-07-01T11:30:00.000000,13.95,-1.8069867332473006,1.5,未涨停卖出,2022-06-30,0.0,-0.0
SZSE.002540,2022-06-30,6.48,7.08,6.31,6.72,6.79,-0.07,-1.0309,562938.99,37309.943300000006,7.47,6.11,,,亚太科技,1.0,6.29,11.34,288842,274097,12.71,8.95,25.6,铝,江苏,60.15,85.38,6.63,-2.6,3978,0.0,6.5,42.7936038432,false,false,true,断板,断板,断板,4天2板,6.986,6.819999999999999,-4.565537555228271,-1.4662756598240418,6.627706370098828,false,4.66,断板,6.757142857142857,-9.9469,7.043263360514586,0.48625792811839413,1,SZSE.002540,2022-06-30T09:30:00.000000,6.48,2022-07-01T11:30:00.000000,6.46,-0.7066114684211805,1.5,未涨停卖出,2022-06-30,0.0,-0.0
SZSE.002747,2022-06-30,24.4,25.97,23.55,24.5,25.47,-0.97,-3.8084,424266.27,105650.72220000002,28.02,22.92,,,埃斯顿,1.07,5.41,9.5,223397,200869,8.69,7.84,88.63,机械基件,江苏,192.14,212.97,24.9,-5.38,4548,0.0,4.03,122.95412122,false,false,true,断板,断板,断板,2天2板,23.854,22.639999999999997,-4.201020808794661,8.215547703180226,24.901984831365457,false,15.36,断板,21.96857142857143,0.5527,25.564410695504186,15.93835349200155,1,SZSE.002747,2022-06-30T09:30:00.000000,24.4,2022-07-01T11:30:00.000000,25.24,3.02967834822158,1.5,未涨停卖出,2022-06-30,0.0,0.0
SZSE.000970,2022-07-01,18.0,18.7,17.37,17.65,18.78,-1.13,-6.017,1532043.99,273826.3449,20.66,16.9,,,中科三环,0.94,12.6,7.08,743660,788384,12.16,12.16,32.29,元器件,北京,214.58,214.58,17.87,-5.74,4717,0.0,1.61,162.440826136,false,false,false,,未涨停,未涨停,4天2板,17.412,16.532857142857143,-4.153354632587866,6.757107059535115,17.87326908935559,false,11.2,断板,15.8,5.0923,18.464758194850194,18.860759493670887,1,SZSE.000970,2022-07-01T09:30:00.000000,18.0,2022-07-04T11:30:00.000000,18.37,1.6481481481481388,1.5,未涨停卖出,2022-07-01,0.4,0.6592592592592555
SZSE.002079,2022-07-01,14.4,14.7,13.43,13.43,14.92,-1.49,-9.9866,1145315.23,158913.72420000003,16.41,13.43,,,苏州固锝,0.85,14.5,8.51,645159,500156,8.08,7.9,45.82,半导体,江苏,106.05,108.5,13.88,-9.71,4716,0.0,0.0,78.7328232956,false,false,false,,未涨停,未涨停,2天2板,14.202000000000002,13.605714285714285,-3.4852546916890055,-1.2914741705165866,13.875107921161584,true,9.4,断板,13.281428571428572,1.1525,14.263349239097893,12.337313111756474,1,SZSE.002079,2022-07-01T09:30:00.000000,14.4,2022-07-04T11:30:00.000000,13.45,-6.970087602572652,1.5,未涨停卖出,2022-07-01,0.4,-2.788035041029061
SZSE.002623,2022-07-01,38.52,42.3,37.03,40.8,40.06,0.74,1.8472,333600.29,130037.13170000001,44.07,36.05,,,亚玛顿,2.45,16.79,13.16,166928,166672,1.99,1.99,183.91,玻璃,江苏,81.04,81.22,38.98,2.13,4426,0.0,10.18,41.3204754,false,false,true,断板,断板,断板,4天4板,40.522,38.06428571428571,-3.8442336495257092,7.187089510227065,38.97992166014005,false,21.77,断板,36.26285714285714,-9.9978,41.738693144334405,10.471162937283333,1,SZSE.002623,2022-07-01T09:30:00.000000,38.52,2022-07-05T11:30:00.000000,44.21,14.313377398888601,2.5,未涨停卖出,2022-07-01,0.4,5.725350959555441
SHSE.603005,2022-07-04,26.0,27.94,25.2,27.44,26.91,0.53,1.9695,731481.57,194463.37190000003,29.6,24.22,,,晶方科技,0.9,11.22,10.18,355350,376132,6.53,6.52,48.75,半导体,江苏,178.93,179.24,26.58,1.44,4691,0.0,8.89,138.331938416,false,false,false,,未涨停,未涨停,2天2板,27.074,25.841428571428576,-3.381642512077295,6.186079938083904,26.58486281479382,false,18.8,断板,25.125714285714288,-5.2131,27.26754123066514,7.10143279508755,1,SHSE.603005,2022-07-04T09:30:00.000000,26.0,2022-07-05T11:30:00.000000,27.0,3.4315983417779776,1.5,未涨停卖出,2022-07-04,0.4,1.372639336711191
SZSE.002166,2022-07-04,13.22,14.92,13.19,14.6,13.56,1.04,7.6696,1291053.67,185431.95330000002,14.92,12.2,,,莱茵生物,1.56,28.07,12.76,674676,616378,5.65,4.6,53.69,中成药,广西,67.16,82.52,14.36,6.38,4558,0.01,10.69,63.29430514800001,false,true,false,,炸板,6天2板,2天2板,13.032,12.327142857142858,-2.5073746312684353,18.43782593579788,14.362838479054092,false,8.37,炸板,11.681428571428572,7.619,13.573571953200167,16.08169255228078,1,SZSE.002166,2022-07-04T09:30:00.000000,13.22,2022-07-05T11:30:00.000000,14.37,8.265013090309541,1.5,未涨停卖出,2022-07-04,0.4,3.3060052361238164
SZSE.002166,2022-07-05,14.05,14.57,13.78,14.1,14.6,-0.5,-3.4247,870891.93,123039.4453,16.06,13.14,,,莱茵生物,0.87,18.93,5.41,437339,433553,5.65,4.6,51.85,中成药,广西,64.86,79.7,14.13,-3.02,4591,0.0,2.32,61.126691958,false,false,false,,未涨停,未涨停,2天2板,13.416,12.904285714285715,-3.7671232876712257,9.266024576552633,14.127980873585544,false,8.37,炸板,12.327142857142858,7.6696,14.362838479054092,18.43782593579788,1,SZSE.002166,2022-07-05T09:30:00.000000,14.05,2022-07-06T11:30:00.000000,13.33,-5.5032994509202195,1.5,未涨停卖出,2022-07-05,0.4,-2.2013197803680877
SZSE.002501,2022-07-06,2.54,2.74,2.4,2.56,2.61,-0.05,-1.9157,897895.43,22851.1561,2.87,2.35,,,利源精制,2.1,2.59,13.03,481229,416666,35.5,34.7,0.0,铝,吉林,88.84,90.88,2.54,-0.67,3406,0.0,6.67,63.47795768320001,false,false,true,断板,断板,断板,2天2板,2.478,2.392857142857143,-2.6819923371647447,6.985074626865677,2.544968527125703,false,1.99,断板,2.3285714285714287,-1.1364,2.7002667922606887,12.085889570552135,1,SZSE.002501,2022-07-06T09:30:00.000000,2.54,2022-07-07T11:30:00.000000,2.46,-3.536234617379409,1.5,未涨停卖出,2022-07-06,0.4,-1.4144938469517636
SHSE.600255,2022-07-11,2.88,3.14,2.79,2.99,2.96,0.03,1.0135,2012355.02,60016.2804,3.26,2.66,,,鑫科材料,1.56,11.27,11.82,1041588,970767,18.01,17.86,97.18,小金属,安徽,53.41,53.86,2.98,2.28,4258,0.0,7.17,47.11481138,false,false,true,断板,断板,断板,2天2板,2.984,2.8971428571428572,-2.7027027027027053,3.205128205128209,2.9823902742568755,false,2.23,炸板,2.8299999999999996,-9.7561,3.2212447217451845,4.593639575971744,1,SHSE.600255,2022-07-11T09:30:00.000000,2.88,2022-07-12T11:30:00.000000,2.92,0.9841428254601851,1.5,未涨停卖出,2022-07-11,0.4,0.39365713018407406
SZSE.000025,2022-07-11,25.88,28.0,25.88,26.1,27.04,-0.94,-3.4763,446346.38,119565.24160000001,29.74,24.34,,,特 力Ａ,0.81,11.36,7.84,213673,232673,4.31,3.93,83.2,汽车服务,深圳,102.52,112.51,26.79,-1.61,4522,0.0,0.85,35.042712687000005,false,false,true,断板,断板,断板,3天2板,27.139999999999997,26.154285714285713,-4.289940828402368,-0.20755953681449707,26.787545941338205,false,15.2,断板,25.79,-8.556,29.024713416364932,4.846839860411012,1,SZSE.000025,2022-07-11T09:30:00.000000,25.88,2022-07-12T11:30:00.000000,24.59,-5.363847266826449,1.5,未涨停卖出,2022-07-11,0.4,-2.1455389067305797
SZSE.002219,2022-07-11,4.57,4.97,4.4,4.54,4.77,-0.23,-4.8218,1166861.65,54396.4788,5.25,4.29,,,恒康医疗,1.62,3.6,11.95,585029,581833,32.64,32.43,3104.17,医疗保健,甘肃,147.23,148.19,4.66,-2.96,4149,0.0,3.18,79.20986800460001,false,false,true,断板,断板,断板,10天10板,4.5280000000000005,4.232857142857143,-4.192872117400405,7.25615929800877,4.661776209716036,false,2.61,炸板,4.037142857142857,-2.0534,4.952644191613528,18.152866242038197,1,SZSE.002219,2022-07-11T09:30:00.000000,4.57,2022-07-12T11:30:00.000000,4.52,-1.488925868176143,1.5,未涨停卖出,2022-07-11,0.4,-0.5955703472704572
SZSE.003031,2022-07-11,83.2,85.0,77.93,80.1,85.65,-5.55,-6.4799,51794.45,41769.139,94.22,77.09,,,中瓷电子,0.93,7.45,8.25,26324,25470,2.09,0.69,117.44,元器件,河北,55.65,167.46,80.64,-4.61,3709,0.0,2.78,41.86559946599999,false,false,false,,未涨停,未涨停,4天2板,80.71599999999998,78.13142857142857,-2.860478692352601,2.519564104439399,80.64404390817937,false,57.34,断板,75.91714285714285,2.5749,84.21368080231181,12.820368070452767,1,SZSE.003031,2022-07-11T09:30:00.000000,83.2,2022-07-12T11:30:00.000000,78.93,-5.510925264854907,1.5,未涨停卖出,2022-07-11,0.4,-2.204370105941963
SHSE.600255,2022-07-12,2.91,3.06,2.86,2.86,2.99,-0.13,-4.3478,1439472.02,42175.5875,3.29,2.69,,,鑫科材料,0.9,8.06,6.69,821834,617638,18.01,17.86,92.96,小金属,安徽,51.09,51.52,2.93,-3.38,4311,0.0,0.0,45.06634132,false,false,false,,未涨停,未涨停,2天2板,3.0140000000000002,2.924285714285714,-2.6755852842809387,-2.198339032730818,2.929934511682971,false,2.23,断板,2.8971428571428572,1.0135,2.9823902742568755,3.205128205128209,1,SHSE.600255,2022-07-12T09:30:00.000000,2.91,2022-07-13T11:30:00.000000,2.81,-3.82190944571337,1.5,未涨停卖出,2022-07-12,0.4,-1.528763778285348
SZSE.002526,2022-07-13,2.74,3.11,2.64,3.02,2.84,0.18,6.338,3672521.51,105247.31200000002,3.12,2.56,,,山东矿机,2.01,20.86,16.55,1791773,1880749,17.83,17.61,34.65,工程机械,山东,53.18,53.84,2.87,5.78,4581,0.0,14.39,41.986273712800006,false,false,true,断板,断板,断板,2天2板,2.802,2.7142857142857144,-3.521126760563368,11.263157894736837,2.865805188980364,false,2.08,炸板,2.641428571428571,-4.698,3.0105765644390843,7.517577068685788,1,SZSE.002526,2022-07-13T09:30:00.000000,2.74,2022-07-14T11:30:00.000000,2.86,3.962877165377258,1.5,未涨停卖出,2022-07-13,0.4,1.5851508661509033
SZSE.002090,2022-07-14,14.98,17.1,14.37,16.4,15.62,0.78,4.9936,1470367.76,238810.3431,17.18,14.06,,,金智科技,1.23,36.81,17.48,666583,803785,4.04,3.99,200.03,软件服务,江苏,65.5,66.3,16.24,4.24,4720,0.01,14.13,41.090846488,false,false,true,断板,断板,断板,7天7板,15.896,14.91,-4.097311139564653,9.993293091884631,16.241538314196987,false,7.81,断板,14.105714285714285,-9.9712,16.216490202580434,10.735264330565121,1,SZSE.002090,2022-07-14T09:30:00.000000,14.98,2022-07-15T11:30:00.000000,16.88,12.233743461008538,1.5,未涨停卖出,2022-07-14,0.4,4.893497384403416
SZSE.002526,2022-07-14,2.91,2.95,2.72,2.73,3.02,-0.29,-9.6026,2673498.67,75530.14229999999,3.32,2.72,,,山东矿机,1.12,15.18,7.62,1537282,1136217,17.83,17.61,31.33,工程机械,山东,48.07,48.67,2.83,-10.35,4626,0.0,0.37,37.9544792172,false,false,false,,未涨停,未涨停,2天2板,2.856,2.75,-3.6423841059602604,-0.7272727272727278,2.825142318099601,true,2.08,断板,2.7142857142857144,6.338,2.865805188980364,11.263157894736837,1,SZSE.002526,2022-07-14T09:30:00.000000,2.91,2022-07-15T11:30:00.000000,2.81,-3.8219094457133904,1.5,未涨停卖出,2022-07-14,0.4,-1.5287637782853563
SZSE.000709,2022-07-15,2.96,3.09,2.91,2.94,3.04,-0.1,-3.2895,3893286.52,116494.4064,3.34,2.74,,,河钢股份,0.95,3.67,5.92,2079262,1814025,106.19,106.17,25.04,普钢,河北,312.14,312.19,2.99,-1.77,4624,0.0,1.03,118.2081647838,false,false,false,,未涨停,未涨停,2天2板,2.942,2.8242857142857143,-2.6315789473684235,4.097116843702578,2.9921868272875023,false,2.25,断板,2.7800000000000002,0.6623,3.104740627735608,9.352517985611502,1,SZSE.000709,2022-07-15T09:30:00.000000,2.96,2022-07-18T11:30:00.000000,2.98,0.2737767707827555,1.5,未涨停卖出,2022-07-15,0.0,0.0
SZSE.002374,2022-07-18,4.47,5.12,4.47,5.05,4.65,0.4,8.6022,2052806.47,101548.035,5.12,4.19,,,中锐股份,1.65,19.25,13.98,869056,1183750,10.88,10.66,108.09,广告包装,山东,53.86,54.94,4.95,7.62,4641,0.0,12.98,48.2012588365,false,true,false,,炸板,5天3板,3天3板,4.768,4.521428571428571,-3.8709677419354964,11.69036334913112,4.946790478500392,false,3.83,断板,4.362857142857143,-10.058,4.780444486351681,6.581532416502951,1,SZSE.002374,2022-07-18T09:30:00.000000,4.47,2022-07-20T11:30:00.000000,5.73,27.676191241677735,2.5,未涨停卖出,2022-07-18,0.4,11.070476496671095
SHSE.603067,2022-07-20,18.31,20.85,18.31,20.85,18.95,1.9,10.0264,414532.87,82555.4779,20.85,17.06,,,振华股份,1.03,8.25,13.4,178113,236420,5.09,5.03,26.65,化工原料,湖北,104.82,106.13,19.92,9.26,4419,0.0,13.87,53.5671279885,true,false,false,,涨停,5天4板,3天3板,17.913999999999998,16.734285714285715,-3.3773087071240138,24.59450230493427,19.915303194171308,false,11.75,断板,15.885714285714286,4.1781,18.736215451165815,19.289568345323733,1,SHSE.603067,2022-07-20T09:30:00.000000,18.31,2022-07-21T11:30:00.000000,21.96,19.455681755004495,1.5,未涨停卖出,2022-07-20,0.4,7.782272702001798
SZSE.000631,2022-07-20,4.95,5.62,4.68,5.62,5.11,0.51,9.9804,1608630.33,84319.1772,5.62,4.6,,,顺发恒业,1.7,6.61,18.4,948871,659759,24.33,24.33,82.05,区域地产,吉林,136.71,136.71,5.24,9.35,2822,0.0,20.09,52.8666312056,true,false,false,,涨停,6天5板,4天4板,5.159999999999999,4.814285714285715,-3.1311154598825857,16.73590504451037,5.2416752082499904,false,3.39,炸板,4.518571428571429,-7.2595,5.540014538932234,13.088839709136899,1,SZSE.000631,2022-07-20T09:30:00.000000,4.95,2022-07-21T11:30:00.000000,5.74,15.49668340087504,1.5,未涨停卖出,2022-07-20,0.4,6.198673360350017
SZSE.002374,2022-07-21,5.48,5.72,5.34,5.35,5.66,-0.31,-5.477,1591117.84,87228.49160000001,6.23,5.09,,,中锐股份,0.77,14.92,6.71,898539,692579,10.88,10.66,114.51,广告包装,山东,57.06,58.21,5.48,-4.54,4597,0.0,0.19,51.0646999555,false,false,true,断板,断板,断板,6天4板,5.254,5.162857142857143,-3.1802120141342707,3.6247924737133315,5.482214415998252,false,3.83,断板,5.008571428571429,1.7986,5.6484234864638925,13.006274957216196,1,SZSE.002374,2022-07-21T09:30:00.000000,5.48,2022-07-22T11:30:00.000000,5.19,-5.670046767778318,1.5,未涨停卖出,2022-07-21,0.4,-2.2680187071113274
SZSE.002514,2022-07-21,14.5,16.37,14.32,15.75,14.88,0.87,5.8468,1564783.83,243342.2672,16.37,13.39,,,宝馨科技,0.93,28.24,13.78,706470,858314,5.54,5.54,391.13,机械基件,江苏,87.26,87.26,15.55,6.78,4737,0.01,9.99,58.15871082,false,true,false,,炸板,11天6板,8天6板,15.102,14.61,-2.55376344086022,7.802874743326493,15.551174707627185,false,4.85,断板,14.049999999999999,0.4727,14.669411230853106,5.907473309608554,1,SZSE.002514,2022-07-21T09:30:00.000000,14.5,2022-07-22T15:00:00.000000,16.6,14.025741620207889,2.0,未涨停卖出,2022-07-21,0.4,5.610296648083156
SHSE.600992,2022-07-22,20.18,20.99,18.68,18.68,20.75,-2.07,-9.9759,387894.76,74887.5279,22.83,18.68,,,贵绳股份,0.98,15.83,11.13,210411,177484,2.45,2.45,229.07,钢加工,贵州,45.78,45.78,19.31,-9.91,2830,0.01,0.0,35.043713997599994,false,false,true,断板,断板,断板,6天5板,19.512,18.518571428571427,-2.74698795180723,0.8717117951091643,19.3061457958339,true,11.8,炸板,17.832857142857144,-2.3529,21.867350611825696,16.358247216214046,1,SHSE.600992,2022-07-22T09:30:00.000000,20.18,2022-07-25T09:30:00.000000,17.62,-13.03438712268228,1.0,止损卖出,2022-07-22,0.4,-5.213754849072912
SHSE.600996,2022-07-22,11.0,11.19,10.28,10.28,11.42,-1.14,-9.9825,973303.71,103562.8539,12.56,10.28,,,贵广网络,1.1,9.14,7.97,538888,434416,10.65,10.65,948.3,影视音像,贵州,109.47,109.47,10.64,-9.92,3504,0.0,0.0,42.8989746628,false,false,true,断板,断板,断板,6天3板,10.172,9.632857142857144,-3.6777583187390537,6.718078006821866,10.64034307441405,true,6.32,炸板,9.212857142857144,7.1295,11.188312830950222,23.957202667080146,1,SHSE.600996,2022-07-22T09:30:00.000000,11.0,2022-07-25T11:30:00.000000,10.77,-2.4817637452367998,1.5,未涨停卖出,2022-07-22,0.4,-0.99270549809472
SZSE.000158,2022-07-22,6.9,7.17,6.7,6.76,7.08,-0.32,-4.5198,1347293.92,92201.89390000001,7.79,6.37,,,常山北明,1.17,8.54,6.64,779415,567879,15.99,15.77,0.0,软件服务,河北,106.61,108.07,6.84,-4.03,4595,0.0,0.9,64.9833880072,false,false,true,断板,断板,断板,2天2板,6.590000000000001,6.3342857142857145,-2.542372881355928,6.720793865584115,6.843487714989466,false,5.58,断板,6.1899999999999995,1.2876,7.090965924121464,14.378029079159946,1,SZSE.000158,2022-07-22T09:30:00.000000,6.9,2022-07-25T11:30:00.000000,6.55,-5.451416008562586,1.5,未涨停卖出,2022-07-22,0.4,-2.1805664034250345
SZSE.000537,2022-07-22,15.49,15.49,14.4,14.4,16.0,-1.6,-10.0,441204.66,64574.328700000005,17.6,14.4,,,广宇发展,0.54,2.37,6.81,147148,294057,18.63,18.63,49.52,新型电力,天津,268.2,268.2,14.64,-9.51,2800,0.0,0.0,82.90438128000001,false,false,true,断板,断板,断板,3天3板,14.138000000000002,13.394285714285713,-3.1874999999999987,7.508532423208202,14.635912662391192,true,11.03,炸板,13.122857142857143,8.6219,15.229836461019579,21.924667973002396,1,SZSE.000537,2022-07-22T09:30:00.000000,15.49,2022-07-25T09:30:00.000000,13.93,-10.430011507005359,1.0,止损卖出,2022-07-22,0.4,-4.172004602802144
SZSE.002523,2022-07-22,3.76,4.21,3.75,4.03,3.89,0.14,3.599,3156882.49,123933.551,4.28,3.5,,,天桥起重,1.41,22.6,11.83,1539592,1617290,14.17,13.97,193.71,工程机械,湖南,56.29,57.09,3.93,4.09,4720,0.0,7.47,39.6880371251,false,false,true,断板,断板,断板,10天6板,3.7939999999999996,3.5800000000000005,-3.3419023136246873,12.569832402234626,3.925820849923369,false,2.55,炸板,3.4757142857142855,-3.7129,4.234984621213061,11.919441019317723,1,SZSE.002523,2022-07-22T09:30:00.000000,3.76,2022-07-25T11:30:00.000000,3.73,-1.1938888181084475,1.5,未涨停卖出,2022-07-22,0.4,-0.477555527243379
SZSE.002866,2022-07-22,29.3,30.73,27.6,27.86,30.08,-2.22,-7.3803,601167.83,174819.19950000002,33.09,27.07,,,传艺科技,1.32,33.58,10.41,332661,268507,2.88,1.79,44.55,IT设备,江苏,49.88,80.12,29.08,-6.89,4671,0.01,0.94,37.4940453916,false,false,false,,未涨停,未涨停,3天3板,29.208,27.61285714285714,-2.5930851063829707,0.8950281959749639,29.079932553942555,false,9.92,断板,27.204285714285714,-2.7167,31.305056658529185,10.570813422254894,1,SZSE.002866,2022-07-22T09:30:00.000000,29.3,2022-07-26T09:30:00.000000,23.37,-20.55731540332305,2.0,止损卖出,2022-07-22,0.4,-8.22292616132922
SZSE.000537,2022-07-25,13.8,14.56,12.96,13.81,14.4,-0.59,-4.0972,1188752.22,161092.8045,15.84,12.96,,,广宇发展,1.44,6.38,11.11,643850,544902,18.63,18.63,47.49,新型电力,天津,257.21,257.21,13.55,-3.27,4674,0.0,6.56,79.507604547,false,false,false,,未涨停,未涨停,3天3板,14.466000000000003,13.651428571428571,-4.166666666666664,1.161573880284643,13.551419866118104,true,11.03,断板,13.394285714285713,-10.0,14.635912662391192,7.508532423208202,1,SZSE.000537,2022-07-25T09:30:00.000000,13.8,2022-07-26T11:30:00.000000,13.5,-2.5644363447019094,1.5,未涨停卖出,2022-07-25,0.0,-0.0
SZSE.002523,2022-07-25,3.91,4.02,3.63,3.63,4.03,-0.4,-9.9256,2140598.68,80548.8803,4.43,3.63,,,天桥起重,0.81,15.33,9.68,1233938,906661,14.17,13.97,174.48,工程机械,湖南,50.7,51.42,3.76,-9.1,4627,0.0,0.0,35.7487778571,false,false,false,,未涨停,未涨停,10天6板,3.8520000000000003,3.662857142857143,-2.9776674937965284,-0.897035881435259,3.7629136676847805,true,2.55,断板,3.5800000000000005,3.599,3.925820849923369,12.569832402234626,1,SZSE.002523,2022-07-25T09:30:00.000000,3.91,2022-07-26T09:30:00.000000,3.5,-10.84327508665533,1.0,止损卖出,2022-07-25,0.0,-0.0
SZSE.002547,2022-07-25,7.33,8.2,7.16,7.88,7.53,0.35,4.6481,4264179.89,330622.16870000004,8.28,6.78,,,春兴精工,3.75,38.78,13.81,2003769,2260411,11.28,10.99,132.97,通信设备,江苏,86.64,88.89,7.75,5.47,4738,0.01,10.06,61.242053259600006,false,false,true,断板,断板,断板,11天7板,7.0059999999999985,6.474285714285714,-2.656042496679949,21.71226831421006,7.753476101591016,false,3.37,断板,5.984285714285714,5.0209,7.200515075233031,25.82955359274291,1,SZSE.002547,2022-07-25T09:30:00.000000,7.33,2022-07-26T11:30:00.000000,7.59,3.133705304261884,1.5,未涨停卖出,2022-07-25,0.0,0.0
