参数组合,参数结果,综合得分
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 180, '调整正确率(%)': '56.55', '预计平均亏损改善(%)': '1.7207'}",498.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 111, '调整正确率(%)': '58.12', '预计平均亏损改善(%)': '2.3493'}",498.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 144, '调整正确率(%)': '56.34', '预计平均亏损改善(%)': '1.7346'}",498.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 124, '调整正确率(%)': '54.07', '预计平均亏损改善(%)': '2.1641'}",498.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 154, '调整正确率(%)': '56.44', '预计平均亏损改善(%)': '1.7057'}",497.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 126, '调整正确率(%)': '57.34', '预计平均亏损改善(%)': '1.7687'}",497.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 158, '调整正确率(%)': '56.41', '预计平均亏损改善(%)': '1.6905'}",497.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 165, '调整正确率(%)': '56.38', '预计平均亏损改善(%)': '1.6833'}",496.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 109, '调整正确率(%)': '57.32', '预计平均亏损改善(%)': '2.4467'}",496.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 114, '调整正确率(%)': '55.33', '预计平均亏损改善(%)': '2.4129'}",496.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 132, '调整正确率(%)': '55.44', '预计平均亏损改善(%)': '1.7603'}",496.3
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 158, '调整正确率(%)': '55.73', '预计平均亏损改善(%)': '1.7300'}",496.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 160, '调整正确率(%)': '55.72', '预计平均亏损改善(%)': '1.7314'}",496.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 123, '调整正确率(%)': '53.36', '预计平均亏损改善(%)': '2.2111'}",495.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 111, '调整正确率(%)': '58.68', '预计平均亏损改善(%)': '2.2157'}",495.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 178, '调整正确率(%)': '55.71', '预计平均亏损改善(%)': '1.7132'}",495.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 157, '调整正确率(%)': '55.59', '预计平均亏损改善(%)': '1.7228'}",495.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 175, '调整正确率(%)': '55.99', '预计平均亏损改善(%)': '1.6767'}",495.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 132, '调整正确率(%)': '55.68', '预计平均亏损改善(%)': '1.7005'}",494.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 134, '调整正确率(%)': '56.19', '预计平均亏损改善(%)': '1.6542'}",494.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 212, '调整正确率(%)': '55.71', '预计平均亏损改善(%)': '1.6965'}",494.8
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 221, '调整正确率(%)': '55.83', '预计平均亏损改善(%)': '1.6862'}",494.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 117, '调整正确率(%)': '56.12', '预计平均亏损改善(%)': '2.1722'}",494.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 114, '调整正确率(%)': '62.83', '预计平均亏损改善(%)': '1.6978'}",494.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 148, '调整正确率(%)': '55.30', '预计平均亏损改善(%)': '1.7223'}",494.3
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 118, '调整正确率(%)': '54.48', '预计平均亏损改善(%)': '2.2735'}",494.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 163, '调整正确率(%)': '55.04', '预计平均亏损改善(%)': '1.7452'}",494.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 123, '调整正确率(%)': '54.03', '预计平均亏损改善(%)': '2.1095'}",494.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 113, '调整正确率(%)': '62.35', '预计平均亏损改善(%)': '1.7702'}",494.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 146, '调整正确率(%)': '54.94', '预计平均亏损改善(%)': '1.7461'}",493.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 142, '调整正确率(%)': '54.75', '预计平均亏损改善(%)': '1.7636'}",493.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 106, '调整正确率(%)': '58.84', '预计平均亏损改善(%)': '2.3734'}",493.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 181, '调整正确率(%)': '55.13', '预计平均亏损改善(%)': '1.7220'}",493.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 215, '调整正确率(%)': '55.21', '预计平均亏损改善(%)': '1.7134'}",493.6
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 137, '调整正确率(%)': '55.39', '预计平均亏损改善(%)': '1.6942'}",493.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 251, '调整正确率(%)': '55.17', '预计平均亏损改善(%)': '1.7135'}",493.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 205, '调整正确率(%)': '55.21', '预计平均亏损改善(%)': '1.7035'}",493.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 114, '调整正确率(%)': '56.47', '预计平均亏损改善(%)': '2.2307'}",493.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 246, '调整正确率(%)': '55.35', '预计平均亏损改善(%)': '1.6838'}",492.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 145, '调整正确率(%)': '54.99', '预计平均亏损改善(%)': '1.6993'}",492.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 119, '调整正确率(%)': '53.86', '预计平均亏损改善(%)': '2.2287'}",491.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 137, '调整正确率(%)': '55.10', '预计平均亏损改善(%)': '1.6820'}",491.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 151, '调整正确率(%)': '55.54', '预计平均亏损改善(%)': '1.6275'}",491.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 184, '调整正确率(%)': '54.80', '预计平均亏损改善(%)': '1.6958'}",491.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 133, '调整正确率(%)': '53.77', '预计平均亏损改善(%)': '1.7855'}",491.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 152, '调整正确率(%)': '54.22', '预计平均亏损改善(%)': '1.7400'}",491.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 100, '调整正确率(%)': '60.45', '预计平均亏损改善(%)': '2.4212'}",490.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 172, '调整正确率(%)': '54.35', '预计平均亏损改善(%)': '1.7192'}",490.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 177, '调整正确率(%)': '54.57', '预计平均亏损改善(%)': '1.6969'}",490.5
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 118, '调整正确率(%)': '54.39', '预计平均亏损改善(%)': '2.1820'}",490.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 116, '调整正确率(%)': '54.81', '预计平均亏损改善(%)': '2.2178'}",490.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 114, '调整正确率(%)': '54.82', '预计平均亏损改善(%)': '2.2964'}",490.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 179, '调整正确率(%)': '54.14', '预计平均亏损改善(%)': '1.7165'}",489.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 129, '调整正确率(%)': '54.41', '预计平均亏损改善(%)': '1.7229'}",489.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 100, '调整正确率(%)': '60.89', '预计平均亏损改善(%)': '2.3467'}",489.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 141, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '1.6793'}",489.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 210, '调整正确率(%)': '53.82', '预计平均亏损改善(%)': '1.7354'}",489.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 153, '调整正确率(%)': '53.94', '预计平均亏损改善(%)': '1.7230'}",489.2
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 178, '调整正确率(%)': '53.74', '预计平均亏损改善(%)': '1.7349'}",489.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 103, '调整正确率(%)': '58.72', '预计平均亏损改善(%)': '2.3872'}",488.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 99, '调整正确率(%)': '62.53', '预计平均亏损改善(%)': '2.2322'}",488.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 204, '调整正确率(%)': '53.99', '预计平均亏损改善(%)': '1.6962'}",488.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 132, '调整正确率(%)': '54.58', '预计平均亏损改善(%)': '1.6375'}",488.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 111, '调整正确率(%)': '55.33', '预计平均亏损改善(%)': '2.3269'}",488.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 130, '调整正确率(%)': '54.75', '预计平均亏损改善(%)': '1.6170'}",488.0
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 151, '调整正确率(%)': '54.26', '预计平均亏损改善(%)': '1.6605'}",487.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 115, '调整正确率(%)': '59.56', '预计平均亏损改善(%)': '1.7679'}",487.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 112, '调整正确率(%)': '56.61', '预计平均亏损改善(%)': '2.1483'}",487.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 156, '调整正确率(%)': '54.00', '预计平均亏损改善(%)': '1.6644'}",487.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 128, '调整正确率(%)': '53.88', '预计平均亏损改善(%)': '1.7448'}",486.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 139, '调整正确率(%)': '54.12', '预计平均亏损改善(%)': '1.6402'}",486.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 107, '调整正确率(%)': '58.31', '预计平均亏损改善(%)': '2.1954'}",486.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 120, '调整正确率(%)': '57.27', '预计平均亏损改善(%)': '1.7367'}",486.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 174, '调整正确率(%)': '53.64', '预计平均亏损改善(%)': '1.6749'}",486.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 126, '调整正确率(%)': '55.00', '预计平均亏损改善(%)': '1.7017'}",486.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 111, '调整正确率(%)': '56.43', '预计平均亏损改善(%)': '2.1804'}",486.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 115, '调整正确率(%)': '54.68', '预计平均亏损改善(%)': '2.1653'}",485.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 127, '调整正确率(%)': '54.40', '预计平均亏损改善(%)': '1.7017'}",485.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 112, '调整正确率(%)': '53.60', '预计平均亏损改善(%)': '2.3592'}",485.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 152, '调整正确率(%)': '53.61', '预计平均亏损改善(%)': '1.6396'}",484.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 106, '调整正确率(%)': '57.30', '预计平均亏损改善(%)': '2.2700'}",484.4
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 124, '调整正确率(%)': '55.29', '预计平均亏损改善(%)': '1.6992'}",483.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 172, '调整正确率(%)': '53.16', '预计平均亏损改善(%)': '1.6570'}",483.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 124, '调整正确率(%)': '54.89', '预计平均亏损改善(%)': '1.7310'}",483.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 151, '调整正确率(%)': '53.46', '预计平均亏损改善(%)': '1.6225'}",483.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 120, '调整正确率(%)': '56.59', '预计平均亏损改善(%)': '1.7209'}",483.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 121, '调整正确率(%)': '56.73', '预计平均亏损改善(%)': '1.6621'}",482.8
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 124, '调整正确率(%)': '55.96', '预计平均亏损改善(%)': '1.6070'}",482.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 129, '调整正确率(%)': '53.12', '预计平均亏损改善(%)': '1.6671'}",482.4
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 145, '调整正确率(%)': '53.40', '预计平均亏损改善(%)': '1.6016'}",482.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 146, '调整正确率(%)': '52.80', '预计平均亏损改善(%)': '1.6548'}",482.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 144, '调整正确率(%)': '52.97', '预计平均亏损改善(%)': '1.6097'}",481.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 168, '调整正确率(%)': '52.83', '预计平均亏损改善(%)': '1.6236'}",481.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 115, '调整正确率(%)': '56.97', '预计平均亏损改善(%)': '1.8272'}",480.5
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 111, '调整正确率(%)': '54.94', '预计平均亏损改善(%)': '2.1675'}",480.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 106, '调整正确率(%)': '55.26', '预计平均亏损改善(%)': '2.3164'}",479.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 96, '调整正确率(%)': '58.36', '预计平均亏损改善(%)': '2.4680'}",478.7
