参数组合,参数结果,综合得分
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '65.96', '预计平均亏损改善(%)': '2.1255'}",349.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 57, '调整正确率(%)': '50.97', '预计平均亏损改善(%)': '1.5959'}",349.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '65.96', '预计平均亏损改善(%)': '2.1255'}",349.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '65.96', '预计平均亏损改善(%)': '2.1255'}",349.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 34, '调整正确率(%)': '64.66', '预计平均亏损改善(%)': '1.9460'}",349.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 43, '调整正确率(%)': '56.49', '预计平均亏损改善(%)': '1.9289'}",348.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 42, '调整正确率(%)': '58.33', '预计平均亏损改善(%)': '1.8509'}",348.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 22, '调整正确率(%)': '63.51', '预计平均亏损改善(%)': '2.2416'}",348.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 22, '调整正确率(%)': '63.51', '预计平均亏损改善(%)': '2.2416'}",348.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 22, '调整正确率(%)': '63.51', '预计平均亏损改善(%)': '2.2416'}",348.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 45, '调整正确率(%)': '55.11', '预计平均亏损改善(%)': '1.8851'}",347.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 36, '调整正确率(%)': '58.82', '预计平均亏损改善(%)': '2.1381'}",347.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 43, '调整正确率(%)': '57.89', '预计平均亏损改善(%)': '1.7846'}",346.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 48, '调整正确率(%)': '51.18', '预计平均亏损改善(%)': '1.9623'}",346.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 16, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '2.0051'}",346.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 49, '调整正确率(%)': '54.09', '预计平均亏损改善(%)': '1.7068'}",346.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 57, '调整正确率(%)': '50.83', '预计平均亏损改善(%)': '1.5222'}",346.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 41, '调整正确率(%)': '53.33', '预计平均亏损改善(%)': '2.1811'}",346.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 29, '调整正确率(%)': '62.50', '预计平均亏损改善(%)': '2.2526'}",345.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 37, '调整正确率(%)': '64.66', '预计平均亏损改善(%)': '1.6734'}",345.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 50, '调整正确率(%)': '52.11', '预计平均亏损改善(%)': '1.7762'}",345.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 36, '调整正确率(%)': '60.36', '预计平均亏损改善(%)': '2.0013'}",345.5
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 40, '调整正确率(%)': '55.41', '预计平均亏损改善(%)': '2.0858'}",345.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 51, '调整正确率(%)': '54.02', '预计平均亏损改善(%)': '1.5828'}",345.4
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 48, '调整正确率(%)': '56.42', '预计平均亏损改善(%)': '1.5622'}",344.8
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 47, '调整正确率(%)': '54.63', '预计平均亏损改善(%)': '1.7319'}",344.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 38, '调整正确率(%)': '61.34', '预计平均亏损改善(%)': '1.7736'}",343.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 38, '调整正确率(%)': '61.34', '预计平均亏损改善(%)': '1.7736'}",343.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 30, '调整正确率(%)': '67.02', '预计平均亏损改善(%)': '1.9092'}",343.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '1.9266'}",343.3
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 46, '调整正确率(%)': '56.32', '预计平均亏损改善(%)': '1.6386'}",343.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '1.9266'}",343.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '66.67', '预计平均亏损改善(%)': '1.9266'}",343.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 47, '调整正确率(%)': '57.46', '预计平均亏损改善(%)': '1.5049'}",343.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 39, '调整正确率(%)': '53.85', '预计平均亏损改善(%)': '2.1859'}",343.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 25, '调整正确率(%)': '61.63', '预计平均亏损改善(%)': '2.2274'}",342.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 45, '调整正确率(%)': '52.38', '预计平均亏损改善(%)': '1.9402'}",342.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 49, '调整正确率(%)': '54.76', '预计平均亏损改善(%)': '1.5617'}",342.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 15, '调整正确率(%)': '59.62', '预计平均亏损改善(%)': '2.3391'}",342.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 15, '调整正确率(%)': '59.62', '预计平均亏损改善(%)': '2.3391'}",342.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 27, '调整正确率(%)': '62.92', '预计平均亏损改善(%)': '2.1278'}",342.0
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 27, '调整正确率(%)': '62.92', '预计平均亏损改善(%)': '2.1278'}",342.0
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 45, '调整正确率(%)': '51.55', '预计平均亏损改善(%)': '1.9798'}",341.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 56, '调整正确率(%)': '50.64', '预计平均亏损改善(%)': '1.4573'}",341.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 19, '调整正确率(%)': '60.32', '预计平均亏损改善(%)': '2.2636'}",340.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 26, '调整正确率(%)': '61.63', '预计平均亏损改善(%)': '2.1784'}",340.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '54.19', '预计平均亏损改善(%)': '1.8203'}",340.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 31, '调整正确率(%)': '55.32', '预计平均亏损改善(%)': '2.4832'}",339.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 39, '调整正确率(%)': '61.15', '预计平均亏损改善(%)': '1.6227'}",339.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 38, '调整正确率(%)': '58.12', '预计平均亏损改善(%)': '1.8779'}",339.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 28, '调整正确率(%)': '62.96', '预计平均亏损改善(%)': '2.0554'}",339.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 33, '调整正确率(%)': '58.77', '预计平均亏损改善(%)': '2.1278'}",339.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 31, '调整正确率(%)': '62.22', '预计平均亏损改善(%)': '2.0357'}",339.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 18, '调整正确率(%)': '65.00', '预计平均亏损改善(%)': '1.9260'}",339.1
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 27, '调整正确率(%)': '60.87', '预计平均亏损改善(%)': '2.1760'}",338.8
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 49, '调整正确率(%)': '54.14', '预计平均亏损改善(%)': '1.4986'}",338.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 30, '调整正确率(%)': '61.39', '预计平均亏损改善(%)': '2.1267'}",338.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 21, '调整正确率(%)': '62.50', '预计平均亏损改善(%)': '2.0475'}",337.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 43, '调整正确率(%)': '57.52', '预计平均亏损改善(%)': '1.5860'}",337.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 29, '调整正确率(%)': '61.22', '预计平均亏损改善(%)': '2.1217'}",337.5
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 29, '调整正确率(%)': '61.22', '预计平均亏损改善(%)': '2.1217'}",337.5
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 14, '调整正确率(%)': '58.33', '预计平均亏损改善(%)': '2.2931'}",337.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 30, '调整正确率(%)': '62.07', '预计平均亏损改善(%)': '2.0566'}",337.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 40, '调整正确率(%)': '56.08', '预计平均亏损改善(%)': '1.8251'}",336.7
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 29, '调整正确率(%)': '60.82', '预计平均亏损改善(%)': '2.1128'}",336.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 47, '调整正确率(%)': '52.75', '预计平均亏损改善(%)': '1.6281'}",335.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 46, '调整正确率(%)': '53.88', '预计平均亏损改善(%)': '1.5979'}",335.0
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 34, '调整正确率(%)': '62.04', '预计平均亏损改善(%)': '1.7492'}",334.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 24, '调整正确率(%)': '60.44', '预计平均亏损改善(%)': '2.1044'}",334.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 24, '调整正确率(%)': '60.44', '预计平均亏损改善(%)': '2.1044'}",334.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 34, '调整正确率(%)': '57.03', '预计平均亏损改善(%)': '2.0639'}",334.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 21, '调整正确率(%)': '63.77', '预计平均亏损改善(%)': '1.8803'}",334.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 22, '调整正确率(%)': '58.90', '预计平均亏损改善(%)': '2.1841'}",334.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '58.06', '预计平均亏损改善(%)': '2.2337'}",334.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 18, '调整正确率(%)': '58.06', '预计平均亏损改善(%)': '2.2337'}",334.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 33, '调整正确率(%)': '57.02', '预计平均亏损改善(%)': '2.1019'}",333.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 40, '调整正确率(%)': '57.79', '预计平均亏损改善(%)': '1.6326'}",333.5
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 36, '调整正确率(%)': '52.91', '预计平均亏损改善(%)': '2.1807'}",333.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 22, '调整正确率(%)': '60.61', '预计平均亏损改善(%)': '2.0475'}",333.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 22, '调整正确率(%)': '60.61', '预计平均亏损改善(%)': '2.0475'}",333.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 53, '调整正确率(%)': '49.34', '预计平均亏损改善(%)': '1.4904'}",332.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 22, '调整正确率(%)': '59.21', '预计平均亏损改善(%)': '2.1313'}",332.8
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 39, '调整正确率(%)': '57.82', '预计平均亏损改善(%)': '1.6597'}",332.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 38, '调整正确率(%)': '58.78', '预计平均亏损改善(%)': '1.6468'}",332.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '54.69', '预计平均亏损改善(%)': '1.5756'}",332.0
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 41, '调整正确率(%)': '51.03', '预计平均亏损改善(%)': '1.9806'}",331.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 35, '调整正确率(%)': '55.22', '预计平均亏损改善(%)': '2.0395'}",331.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 39, '调整正确率(%)': '53.15', '预计平均亏损改善(%)': '1.9347'}",331.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 44, '调整正确率(%)': '50.00', '预计平均亏损改善(%)': '1.8680'}",331.1
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 34, '调整正确率(%)': '62.18', '预计平均亏损改善(%)': '1.6239'}",330.1
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 34, '调整正确率(%)': '53.66', '预计平均亏损改善(%)': '2.1523'}",329.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 26, '调整正确率(%)': '64.77', '预计平均亏损改善(%)': '1.6982'}",329.4
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 41, '调整正确率(%)': '56.60', '预计平均亏损改善(%)': '1.5488'}",329.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 17, '调整正确率(%)': '56.90', '预计平均亏损改善(%)': '2.1850'}",329.2
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 23, '调整正确率(%)': '62.67', '预计平均亏损改善(%)': '1.8227'}",329.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 40, '调整正确率(%)': '56.55', '预计平均亏损改善(%)': '1.5984'}",328.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 30, '调整正确率(%)': '57.66', '预计平均亏损改善(%)': '2.1268'}",328.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 32, '调整正确率(%)': '63.06', '预计平均亏损改善(%)': '1.6480'}",328.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 32, '调整正确率(%)': '63.06', '预计平均亏损改善(%)': '1.6480'}",328.3
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 41, '调整正确率(%)': '50.56', '预计平均亏损改善(%)': '1.9166'}",328.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 30, '调整正确率(%)': '63.64', '预计平均亏损改善(%)': '1.7314'}",327.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 30, '调整正确率(%)': '63.64', '预计平均亏损改善(%)': '1.7314'}",327.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 25, '调整正确率(%)': '60.00', '预计平均亏损改善(%)': '1.9598'}",327.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 21, '调整正确率(%)': '56.41', '预计平均亏损改善(%)': '2.1626'}",327.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 37, '调整正确率(%)': '53.24', '预计平均亏损改善(%)': '1.9409'}",327.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 48, '调整正确率(%)': '51.18', '预计平均亏损改善(%)': '1.4717'}",326.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 26, '调整正确率(%)': '58.24', '预计平均亏损改善(%)': '2.0394'}",326.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 41, '调整正确率(%)': '50.28', '预计平均亏损改善(%)': '1.8790'}",325.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 22, '调整正确率(%)': '63.51', '预计平均亏损改善(%)': '1.6812'}",325.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 36, '调整正确率(%)': '58.82', '预计平均亏损改善(%)': '1.6036'}",325.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 22, '调整正确率(%)': '63.51', '预计平均亏损改善(%)': '1.6812'}",325.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 22, '调整正确率(%)': '63.51', '预计平均亏损改善(%)': '1.6812'}",325.6
